I#,Target,Mode,IP,URL Rating,Domain Rating,Ahrefs Rank,Domains,Ref domains Dofollow,Ref domains Governmental,Ref domains Educational,Ref IPs,Ref SubNets,Linked Domains,Total Backlinks,Backlinks Text,Backlinks NoFollow,Backlinks Redirect,Backlinks Image,Backlinks Frame,Backlinks Form,Backlinks Governmental,Backlinks Educational,Total Keywords,Total Traffic
1000,www.wadebyrdlaw.com,subdomains,104.16.112.239,NA,6,25423835,103,40,0,0,82,78,45,1612,1596,591,6,584,0,0,0,0,787,79
1001,www.injuredinmississippi.com,subdomains,34.74.48.232,NA,9,19317234,35,11,0,0,43,41,0,204,187,80,17,5,0,0,0,0,1,0
1002,parillolaw.com,subdomains,104.27.135.34,NA,0,145980390,7,3,0,0,8,8,1,19,19,14,0,3,0,0,0,0,18,1
1003,www.wardblacklaw.com,subdomains,54.210.52.243,NA,21,8844282,163,103,0,2,157,144,169,3892,3882,1611,0,105,9,0,0,3,3603,648
1004,thepatelfirm.com,subdomains,104.198.104.172,NA,28,5245713,249,108,0,1,273,230,169,8879,8855,487,24,24,0,0,0,2,877,288
1005,www.twwlawfirm.com,subdomains,104.16.192.187,NA,16,11743303,617,77,1,10,606,495,90,3378,3377,1085,1,1787,0,0,25,24,1028,263
1006,www.lawfirmofbernstein.com,subdomains,100.24.208.97,NA,0.7,68107874,77,19,0,0,66,63,9,4407,4407,4308,0,16,0,0,0,0,369,155
1007,www.deancamper.com,subdomains,50.57.226.193,NA,6,27842178,62,24,0,1,85,74,18,380,306,139,74,11,0,0,0,2,112,32
1008,www.carlsonattorneys.com,subdomains,104.154.105.165,NA,38,1797263,641,412,0,4,708,544,485,30910,30854,9587,45,792,2,5,0,323,24583,11647
1009,www.hayeslawnc.com,subdomains,104.28.30.145,NA,17,11536043,46,20,0,1,93,74,42,26824,26824,209,0,14,0,0,0,4,369,51
1010,www.hanfliklaw.com,subdomains,69.16.216.6,NA,9,20651819,167,92,0,0,158,153,150,1629,1627,383,2,46,0,0,0,0,1435,697
1011,www.donmarcari.com,subdomains,159.203.188.81,NA,39,1733521,236,127,0,2,349,275,200,21387,21361,4853,24,306,2,0,0,28,1069,332
1012,www.michlesbooth.com,subdomains,NA,NA,31,3794117,166,101,0,0,139,130,0,889,878,461,4,54,6,0,0,0,581,298
1013,www.nickola-law.com,subdomains,50.28.18.203,NA,5,29505071,30,6,0,0,27,27,0,658,658,638,0,0,0,0,0,0,0,0
1014,www.ballardlaw.ms,subdomains,50.62.88.87,NA,23,7675074,421,95,1,12,465,397,186,9422,9389,1019,33,128,0,0,2,48,507,180
1015,www.smithdickeydempster.com,subdomains,104.16.109.239,NA,9,19887448,155,52,0,0,139,129,21,6484,6390,2057,94,4082,0,0,0,0,1369,431
1016,www.reynainjurylaw.com,subdomains,104.26.8.246,NA,31,3924999,872,560,0,14,559,483,97,45754,28812,1076,16893,223,24,0,0,69,1145,368
1017,www.augerlaw.com,subdomains,35.239.86.26,NA,35,2602506,468,290,1,33,479,403,817,5754,5715,2854,24,205,0,0,1,366,5362,2699
1018,www.jimjacksonatty.com,subdomains,52.18.26.20,NA,8,21271120,37,16,0,0,39,37,42,97,97,65,0,12,0,0,0,0,182,29
1019,www.kinglawfirm.com,subdomains,172.93.120.194,NA,19,9893269,202,104,0,1,374,250,24,12343,12236,1392,31,48,0,76,0,70,1613,521
1020,www.thebrocklawfirm.com,subdomains,67.225.154.6,NA,0.4,76998336,49,6,0,0,24,24,0,884,884,783,0,29,0,0,0,0,3,0
1021,www.pensacolaattorney.com,subdomains,146.148.99.13,NA,10,18017603,155,75,0,1,166,146,103,1335,1270,404,65,91,0,0,0,2,2101,1267
1022,www.steelefergusonwins.com,subdomains,64.70.194.127,NA,1,62108391,32,11,0,0,36,36,8,199,199,54,0,11,0,0,0,0,132,6
1023,www.wnwlegal.com,subdomains,64.70.194.127,NA,0.4,76684228,71,16,0,0,50,47,105,622,618,341,4,20,0,0,0,0,224,211
1024,brittattorney.com,subdomains,104.24.116.172,NA,35,2448730,262,178,0,0,278,161,11,857,850,319,0,17,0,0,0,0,290,119
1025,www.tjslawfirm.com,subdomains,64.70.194.134,NA,6,27931049,39,17,0,1,129,88,30,2706,2706,719,0,2,0,0,0,36,115,44
1026,raublawfirm.com,subdomains,NA,NA,20,9272756,81,39,0,0,73,73,10,19590,19494,226,33,15,0,0,0,0,113,49
1027,kerrigan.com,subdomains,NA,NA,10,18252751,116,59,0,0,123,118,0,851,830,595,3,60,18,0,0,0,278,88
1028,www.ccglawyers.com,subdomains,35.246.6.109,NA,7,23352501,84,33,0,1,190,111,27,1918,1917,315,1,5,0,0,0,2,186,47
1029,johnbjacksonlaw.com,subdomains,35.196.247.55,NA,17,10733674,243,126,0,14,265,243,240,2357,2355,851,2,55,0,0,0,96,1237,475
1030,www.texaslegalsharks.com,subdomains,75.101.166.253,NA,21,8705014,223,93,1,2,236,197,19,1689,1684,466,5,152,0,0,118,9,71,2
1031,www.cottonlawfirmpllc.com,subdomains,35.185.0.197,NA,3.7,35509138,50,8,0,0,27,26,0,256,244,209,12,2,0,0,0,0,0,0
1032,www.danielgonzales.com,subdomains,35.246.6.109,NA,0.7,67875257,7,5,0,0,37,25,15,137,137,7,0,1,0,0,0,0,63,5
1033,www.egertonlaw.com,subdomains,104.24.115.86,NA,2.6,42649588,111,38,0,0,96,95,241,1733,1728,765,5,99,0,0,0,0,709,266
1034,montoyalawca.com,subdomains,107.180.44.156,NA,4.7,30850321,23,10,0,1,112,77,7,2149,2149,89,0,0,0,0,0,18,63,71
1035,www.simmingtonlaw.com,subdomains,35.246.6.109,NA,1.1,59065253,7,4,0,0,7,7,7,12,12,6,0,0,0,0,0,0,2,0
1036,www.michaelporterlaw.com,subdomains,192.124.249.9,NA,4.1,33604945,19,8,0,0,20,19,0,72,72,49,0,7,0,0,0,0,92,30
1037,www.injurylawfirmorangecounty.com,subdomains,35.246.6.109,NA,2.2,45505685,9,3,0,0,10,9,23,145,143,42,2,0,0,0,0,0,0,0
1038,alexandershunnarahlaw.com,subdomains,184.168.131.241,NA,4.8,30466523,62,27,0,0,69,69,1,378,378,308,0,8,0,0,0,0,4,0
1039,www.rstevebowden.com,subdomains,104.16.112.239,NA,5,28432836,136,32,0,0,81,78,51,5052,5040,3535,12,1254,0,0,0,0,594,296
1040,www.cochranlaw.com,subdomains,35.206.114.73,NA,11,16765773,56,33,0,0,59,56,0,450,441,141,9,66,0,0,0,0,0,0
1041,www.nccompspecialist.com,subdomains,104.16.112.239,NA,16,11730481,125,32,0,1,217,140,83,8997,8994,3198,3,744,0,0,0,30,401,72
1042,www.mrpersonalinjurylawyer.com,subdomains,192.124.249.57,NA,42,1300328,15,5,0,0,16,16,0,52,51,27,1,0,0,0,0,0,0,0
1043,www.caraccidentlawoc.com,subdomains,74.208.236.38,NA,7,24762309,46,23,0,1,164,103,16,1501,1498,72,3,2,0,0,0,17,182,25
1044,www.lawyerforlife.com,subdomains,NA,NA,0.3,83371652,37,17,0,0,38,38,0,152,152,65,0,4,0,0,0,0,306,17
1045,rogerslawtx.com,subdomains,52.6.30.22,NA,21,8404845,94,32,0,1,133,102,15,23824,23824,941,0,50,0,0,0,25,1,0
1046,boughtersinak.com,subdomains,54.236.107.29,NA,11,16146593,74,35,0,0,89,87,64,4597,4307,4008,290,14,0,0,0,0,459,163
1047,www.attorneybirrell.com,subdomains,35.172.94.1,NA,0.1,99004556,25,8,0,0,32,31,3,1234,1234,1192,0,13,0,0,0,0,24,1
1048,zvmlaw.com,subdomains,198.185.159.145,NA,0.4,78240500,16,4,0,0,19,18,19,174,104,45,69,1,0,0,0,0,125,25
1049,www.schlosserandpritchettlaw.com,subdomains,104.196.18.71,NA,10,18920032,204,114,0,2,296,210,329,5032,5029,1897,3,379,0,0,0,35,8121,2665
1050,www.chattertonlaw.com,subdomains,64.91.243.133,NA,1.9,49087897,34,13,0,0,38,38,15,326,320,227,6,27,0,0,0,0,176,32
1051,delventhal-law.com,subdomains,104.199.120.56,NA,20,9306242,159,120,0,1,293,203,33,5528,5519,594,9,531,0,0,0,40,375,70
1052,www.robertreeveslaw.com,subdomains,NA,NA,45,1050083,1280,773,0,46,1147,962,9,175802,175714,5747,59,1450,8,0,0,150,33429,21758
1053,www.gulfattorneys.com,subdomains,23.185.0.4,NA,11,16145424,96,65,0,1,124,108,16,1467,1465,453,2,13,0,0,0,28,46,22
1054,www.swiftlegalfinance.com,subdomains,35.246.6.109,NA,0,110840111,1,1,0,0,1,1,6,1,1,0,0,0,0,0,0,0,33,4
1055,www.truittlawoffices.com,subdomains,54.175.148.58,NA,26,6410986,451,244,0,7,485,397,112,36623,36605,2375,14,2646,3,0,0,105,2737,985
1056,www.legalhelp123.com,subdomains,64.70.194.131,NA,17,11264997,84,38,0,1,135,114,24,1148,1130,151,18,17,0,0,0,4,374,44
1057,loystlaw.com,subdomains,NA,NA,0,117610762,4,2,0,0,4,4,0,7,5,1,0,0,2,0,0,0,9,12
1058,www.snapkalaw.com,subdomains,34.106.46.125,NA,13,14413622,221,98,0,3,223,205,138,1404,1351,611,53,55,0,0,0,7,960,185
1059,www.findersonlaw.com,subdomains,104.31.94.12,NA,4.8,30631527,21,9,0,0,22,22,20,235,211,97,24,6,0,0,0,0,200,25
1060,www.benbronston.com,subdomains,NA,NA,7,24237026,143,41,0,1,165,148,0,12552,12549,196,3,53,0,0,0,1,1485,509
1061,napolinlaw.com,subdomains,104.26.13.164,NA,30,4299118,539,242,1,4,494,367,162,47539,46968,20366,180,702,41,0,2,74,4905,1720
1062,www.hartsoelaw.com,subdomains,64.70.194.125,NA,10,17607064,125,58,0,1,225,160,17,6041,6032,3034,5,22,0,0,0,32,491,156
1063,www.lebamoff.com,subdomains,199.16.172.110,NA,1,61841017,17,8,0,0,64,47,0,1634,1630,1176,0,0,4,0,0,0,0,0
1064,www.muthlawpc.com,subdomains,67.225.242.222,NA,6,26476688,47,31,0,0,51,51,24,360,352,103,8,8,0,0,0,0,338,9
1065,maiolomuchowlaw.com,subdomains,198.71.233.47,NA,28,4945450,2497,2487,0,0,245,189,31,162780,162779,48,1,2,0,0,0,0,14,10
1066,jeffdavislawfirm.com,subdomains,104.28.21.195,NA,23,7714220,458,235,0,3,531,403,372,106692,96699,77322,9990,686,0,0,0,134,7243,2870
1067,www.wallacepierce.com,subdomains,198.74.53.18,NA,18,9976537,9,1,0,0,10,10,0,15,15,10,0,0,0,0,0,0,0,0
1068,www.blackburnandgreen.com,subdomains,45.76.251.87,NA,27,5458800,651,141,0,1,393,356,188,7768,6333,4990,1433,160,0,0,0,1,3943,2366
1069,www.santarosa-lawyer.com,subdomains,67.225.236.200,NA,27,5786147,166,102,1,4,226,203,95,1948,1200,224,748,150,0,0,1,14,1711,1272
1070,buckfirelaw.com,subdomains,104.198.251.46,NA,57,333303,822,593,2,57,911,687,413,53450,53303,6084,63,695,1,0,13,878,12178,3340
1071,www.kalattorneys.com,subdomains,64.70.194.133,NA,1,61409592,24,9,0,0,27,27,6,125,125,78,0,8,0,0,0,0,103,68
1072,www.oxnerpermarlaw.com,subdomains,104.28.23.196,NA,42,1285918,397,341,0,1,495,280,40,6822,6822,3612,0,128,0,0,0,26,764,224
1073,theisen-associates.com,subdomains,104.16.111.239,NA,6,26712592,27,8,0,0,31,30,44,5735,5735,100,0,5606,0,0,0,0,170,70
1074,www.michiganlegalcenter.com,subdomains,72.52.222.227,NA,34,2735561,90,41,0,1,145,105,0,2181,2155,1175,14,8,0,0,0,13,6,0
1075,www.flahavanlaw.com,subdomains,104.28.13.80,NA,1.7,50858750,90,39,0,0,67,66,18,980,975,569,1,36,0,0,0,0,118,63
1076,www.callahan-law.com,subdomains,209.59.170.93,NA,31,3846115,333,204,1,0,352,324,213,33465,33002,10882,453,3143,3,0,2,0,7319,5857
1077,www.geislemanlaw.com,subdomains,64.68.191.90,NA,10,19170762,24,10,0,0,27,27,9,1317,1316,961,1,1,0,0,0,0,45,2
1078,www.eliaandponto.com,subdomains,75.98.168.206,NA,50,685311,2071,355,0,10,567,466,125,11285,11266,5353,5,137,14,0,0,133,1033,995
1079,www.garrislaw.com,subdomains,198.185.159.144,NA,5,28413972,54,25,0,1,150,100,4,1786,1690,789,0,1,0,0,0,14,121,33
1080,kevinmcconnelllaw.com,subdomains,107.180.57.59,NA,3,39615791,21,10,0,1,69,51,24,750,750,40,0,3,0,0,0,62,75,20
1081,cutterlaw.com,subdomains,67.205.1.179,NA,31,3927558,178,111,1,1,346,262,297,61689,61628,12236,1,433,60,0,2,93,3129,1127
1082,theclarklawoffice.com,subdomains,194.1.147.41,NA,36,2298408,464,302,0,9,553,446,317,54840,54833,913,7,181,0,0,0,94,2173,490
1083,www.garrettandwalker.com,subdomains,104.27.182.174,NA,54,449201,385,334,6,8,314,213,189,5318,5307,266,11,180,0,0,12,49,3920,942
1084,lebamoff.com,subdomains,199.16.172.110,NA,1,61841017,39,15,0,0,88,71,4,2550,2546,1819,0,1,4,0,0,0,74,42
1085,www.cartwrightlaw.com,subdomains,45.32.130.231,NA,13,14345741,303,128,1,1,287,260,274,9416,9414,3464,2,294,0,0,1,1,2266,578
1086,abogadosaccidentes.us,subdomains,104.27.172.148,NA,33,3172588,68,42,0,1,178,116,39,2209,2206,293,0,7,0,0,0,3,363,94
1087,www.farriorandassociates.com,subdomains,35.172.94.1,NA,0,135260485,14,0,0,0,15,15,9,62,62,62,0,5,0,0,0,0,194,158
1088,www.mangeslawfirm.com,subdomains,35.246.6.109,NA,2.6,42164421,15,5,0,0,19,18,15,54,47,33,7,7,0,0,0,0,90,46
1089,michaelhendersonlaw.com,subdomains,104.237.143.159,NA,10,17654935,133,72,0,1,181,155,31,2039,2037,858,2,16,0,0,0,52,547,55
1090,www.purcell-law.com,subdomains,104.18.37.228,NA,17,11390684,84,49,0,0,87,86,18,350,338,117,12,49,0,0,0,0,436,148
1091,www.jvmlaw.com,subdomains,192.124.249.52,NA,18,10591315,106,39,0,0,85,80,0,1023,1022,871,0,13,1,0,0,0,930,132
1092,kuvaralawfirm.com,subdomains,146.148.36.190,NA,12,15540556,140,74,0,1,318,218,238,172259,172133,1189,126,133,0,0,0,2,3684,1608
1093,www.nicholslawyers.com,subdomains,104.238.135.119,NA,20,8862917,138,91,0,1,113,98,137,675,594,187,81,21,0,0,0,9,1563,259
1094,www.katniklaw.com,subdomains,68.66.226.77,NA,0.9,63714073,20,7,0,0,21,21,71,202,196,107,6,77,0,0,0,0,24,2
1095,www.logeman.com,subdomains,69.16.196.238,NA,6,26142765,39,16,0,0,50,49,0,796,754,622,42,11,0,0,0,0,0,0
1096,www.freemaninjurylaw.com,subdomains,162.222.177.21,NA,14,13311783,121,67,0,0,216,164,233,2006,1999,1227,7,15,0,0,0,0,4679,1848
1097,www.attorneyquintonellis.com,subdomains,100.24.208.97,NA,0.1,96769944,14,4,0,0,16,16,6,267,267,259,0,9,0,0,0,0,43,22
1098,attorney4u.us,subdomains,199.34.228.71,NA,3.1,39175514,88,41,0,0,83,81,11,515,503,363,12,1,0,0,0,0,33,25
1099,www.michiganautoaccident.com,subdomains,104.16.109.239,NA,3.5,36664154,99,32,0,0,88,84,26,3829,3813,2822,16,548,0,0,0,0,194,91
1100,www.gibsonhugheslaw.com,subdomains,104.27.176.37,NA,21,8504251,138,73,0,1,142,134,13,1387,1284,679,103,11,0,0,0,1,332,152
1101,cooperandbenderpc.com,subdomains,205.147.88.159,NA,4.5,31718668,263,225,0,0,270,242,14,1195,1195,446,0,13,0,0,0,0,49,34
1102,www.jhallesq.com,subdomains,198.71.233.163,NA,0,120381017,10,1,0,0,12,12,3,1609,1603,1601,6,0,0,0,0,0,0,0
1103,sweeneylawfirm.com,subdomains,72.32.207.134,NA,11,16799825,164,84,0,0,182,172,262,1536,1529,812,1,141,3,0,0,0,9337,4463
1104,www.moorelawfirm-al.com,subdomains,67.225.138.208,NA,17,11191874,158,112,0,3,229,193,47,11308,11308,1025,0,116,0,0,0,18,895,336
1105,indyinjured.com,subdomains,173.201.198.169,NA,8,21832403,121,59,0,0,128,117,61,1648,1621,927,27,40,0,0,0,0,496,118
1106,www.hansenmiller.com,subdomains,104.16.111.239,NA,20,8966834,103,33,0,1,190,130,14,8396,8387,3502,9,1129,0,0,0,74,176,89
1107,www.hooperhathaway.com,subdomains,64.91.243.133,NA,9,20053754,116,38,0,0,112,101,21,4394,4387,785,7,12,0,0,0,0,385,170
1108,tcrjlaw.com,subdomains,162.241.189.124,NA,8,22588402,70,29,0,0,78,76,0,5192,5190,4948,2,12,0,0,0,0,43,33
1109,charlesmccorquodalelaw.com,subdomains,104.31.74.81,NA,34,2904145,132,77,0,1,134,131,40,273566,273335,227,30,33,0,0,0,2,376,90
1110,trautfirm.com,subdomains,35.194.41.31,NA,23,7740620,227,137,1,4,369,277,23,22687,22653,7195,29,107,5,0,8,28,320,239
1111,top-santa-rosa-cooperative-auto-injury-lawyer-office.business.site,subdomains,NA,NA,92,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,www.cmtjustice.com,subdomains,104.16.111.239,NA,8,22464343,93,27,0,1,72,71,260,8957,8951,807,6,569,0,0,0,1,589,96
1113,travismclaw.com,subdomains,NA,NA,10,19023740,42,23,0,0,99,72,0,472,472,66,0,14,0,0,0,0,127,32
1114,www.chrisplaw.com,subdomains,64.70.194.127,NA,30,4102567,130,55,0,1,148,127,55,51834,51831,841,3,43,0,0,0,17,126,23
1115,www.biggsgunst.com,subdomains,198.185.159.145,NA,5,29787507,21,14,0,1,145,77,14,1335,1279,58,8,2,0,0,0,21,89,5
1116,www.djfrewlaw.com,subdomains,98.137.244.30,NA,0,157130175,4,1,0,0,5,5,1,16,16,15,0,0,0,0,0,0,1,0
1117,www.farhatandstory.com,subdomains,198.49.23.144,NA,1.7,50897640,66,14,0,1,122,85,2,5483,5477,5118,0,3,0,0,0,2,43,23
1118,www.bestattorney.com,subdomains,192.249.112.189,NA,52,549136,1141,792,1,30,1516,937,814,101601,101452,77584,116,4835,4,5,1,184,12876,3930
1119,maxgarnold.com,subdomains,104.31.76.95,NA,0.6,71430639,60,26,0,0,69,67,11,866,865,330,1,22,0,0,0,0,177,182
1120,www.skbw.com,subdomains,198.185.159.145,NA,3.5,36885576,73,38,0,0,170,109,9,1596,1480,272,1,2,0,0,0,0,204,123
1121,www.churchwyble.com,subdomains,205.178.189.131,NA,11,17335171,102,40,0,1,126,105,1,2038,2030,1474,7,58,0,0,0,3,10,0
1122,glgmichigan.com,subdomains,67.225.240.12,NA,20,9104209,59,26,0,1,309,164,36,3976,3957,502,7,59,12,0,0,64,1105,298
1123,www.parrantolaw.com,subdomains,199.116.78.86,NA,7,23586015,66,38,0,1,148,104,5,2122,2106,329,4,14,0,0,0,52,73,12
1124,www.razavilawgroup.com,subdomains,35.246.6.109,NA,0.9,63137680,17,8,0,0,34,33,18,235,231,158,0,0,0,0,0,0,6,21
1125,www.deanwaite.com,subdomains,54.236.107.29,NA,12,15032148,40,20,0,0,47,47,121,801,799,522,2,23,0,0,0,0,733,247
1126,www.carlsonjohnsonlaw.com,subdomains,104.16.112.239,NA,3.6,36391352,58,24,0,0,53,53,12,533,530,246,1,33,0,0,0,0,148,8
1127,www.misocialsecuritylawyer.com,subdomains,72.52.203.28,NA,9,19399361,51,39,0,1,94,77,45,4892,4886,50,0,9,0,0,0,2,401,19
1128,www.tealattorneys.com,subdomains,104.26.11.190,NA,0,124387312,39,5,0,0,21,21,98,206,163,155,43,3,0,0,0,0,428,47
1129,www.whitelawpllc.com,subdomains,64.70.194.101,NA,26,5902875,103,38,0,0,92,88,37,809,783,411,26,24,0,0,0,0,2786,1729
1130,www.greenephillips.com,subdomains,146.148.99.13,NA,9,20448528,85,52,0,0,89,82,15,1188,1188,944,0,315,0,0,0,0,394,163
1131,www.lawinannarbor.com,subdomains,45.33.70.89,NA,3.3,37809887,27,12,0,0,30,30,0,103,72,30,31,10,0,0,0,0,3,0
1132,www.sonomalegal.com,subdomains,NA,NA,4,34030077,53,31,0,1,106,87,0,1230,1230,174,0,1,0,0,0,7,53,9
1133,www.aboodlaw.com,subdomains,69.87.220.12,NA,21,8847357,141,80,0,1,144,136,6,1338,1256,369,81,40,1,0,0,2,17,0
1134,www.injuredworkershelp.com,subdomains,209.204.175.65,NA,NA,NA,13,0,0,0,12,11,4,81,81,81,0,1,0,0,0,0,52,2
1135,www.canjarlaw.com,subdomains,66.155.35.240,NA,0.2,89136987,4,1,0,0,4,4,0,26,26,24,0,0,0,0,0,0,0,0
1136,www.dontwaitlong.com,subdomains,192.81.208.37,NA,14,13392106,214,123,0,2,269,230,74,3404,3253,1387,151,87,0,0,0,78,1417,438
1137,www.ashevillelaw.biz,subdomains,104.196.1.58,NA,7,25202600,34,16,0,1,172,97,7,4202,4202,65,0,10,0,0,0,30,64,41
1138,rpfwlaw.com,subdomains,199.34.228.142,NA,0,138858620,42,5,0,0,21,21,6,340,340,227,0,4,0,0,0,0,12,4
1139,www.coloradowill.net,subdomains,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1140,www.bahrielaw.net,subdomains,100.24.208.97,NA,0.3,83364168,35,10,0,0,40,38,14,857,852,800,5,2,0,0,0,0,198,44
1141,www.nicoletlaw.com,subdomains,104.16.111.239,NA,31,3609504,240,129,0,4,408,297,180,37375,37328,14620,46,9842,0,0,0,312,1436,274
1142,www.andywins.com,subdomains,35.196.150.241,NA,13,14282133,82,47,0,0,95,91,0,712,702,116,10,87,0,0,0,0,15,0
1143,www.kingsfordlaw.com,subdomains,NA,NA,14,13587510,53,29,0,0,55,52,0,8076,8068,103,8,9,0,0,0,0,27,3
1144,lakotardenton.com,subdomains,35.209.173.3,NA,32,3505684,195,134,0,3,312,222,66,3536,3390,400,13,14,133,0,0,45,618,114
1145,shunnarah.com,subdomains,104.28.24.112,NA,61,242306,247,155,0,1,239,222,82,12364,11439,1798,925,663,0,0,0,10,1862,3164
1146,strong-law-car-accident-lawyers-fort-collins.business.site,subdomains,216.58.209.238,NA,92,406,2,1,0,0,2,2,5,2,2,1,0,1,0,0,0,0,6,0
1147,www.schwebel.com,subdomains,35.239.158.15,NA,26,6300689,362,177,0,3,334,292,114,13954,13925,1611,2,64,16,1,0,12,4284,2524
1148,tengelaw.com,subdomains,162.254.253.238,NA,32,3298328,262,186,0,10,519,348,111,21252,20957,16365,295,105,0,0,0,241,2302,320
1149,jpittslaw.com,subdomains,104.27.181.82,NA,8,21142112,58,38,0,0,60,59,32,3239,3239,184,0,10,0,0,0,0,153,23
1150,www.slocumblaw.com,subdomains,54.236.107.29,NA,23,7793453,178,104,0,1,320,218,126,24013,23995,1838,5,56,1,0,0,145,2749,1693
1151,www.paigedonnelly.com,subdomains,104.196.230.107,NA,10,18057301,115,54,0,0,86,81,27,977,976,580,1,27,0,0,0,0,503,181
1152,steveray.lawyer,subdomains,75.101.166.253,NA,2.6,42498593,48,20,0,0,49,48,62,216,215,74,1,6,0,0,0,0,224,31
1153,www.carterfirmpc.com,subdomains,184.168.131.233,NA,1.3,56450731,17,3,0,0,22,22,21,59,58,52,1,1,0,0,0,0,259,118
1154,sworgatto.com,subdomains,NA,NA,14,13134654,97,58,0,0,97,91,0,1093,1082,101,1,66,10,0,0,0,3659,564
1155,www.davislawgroupnc.com,subdomains,NA,NA,10,17475040,143,74,0,1,182,144,49,6176,3679,930,2497,696,0,0,0,10,853,254
1156,www.cannonlaw.com,subdomains,209.59.170.93,NA,25,7025205,147,79,0,2,177,152,60,2467,2467,397,0,14,0,0,0,21,931,376
1157,www.theelmorelawfirm.com,subdomains,NA,NA,17,11585878,193,78,0,1,229,172,0,11052,11001,2117,0,28,51,0,0,11,570,75
1158,www.sandlawllc.com,subdomains,104.18.59.228,NA,13,14209972,164,71,0,1,296,204,302,9450,9450,2312,0,81,0,0,0,58,1186,213
1159,www.hoggattlaw.com,subdomains,192.254.147.113,NA,9,19347774,107,62,0,1,187,144,45,1778,1778,611,0,89,0,0,0,10,551,59
1160,thehadleylawfirm.com,subdomains,67.202.92.15,NA,37,2004381,170,124,0,1,204,183,124,6823,6821,913,2,14,0,0,0,11,265,55
1161,braffpersonalinjurylaw.com,subdomains,142.44.251.7,NA,0,134724104,14,5,0,0,18,18,3,46,46,22,0,3,0,0,0,0,1,0
1162,www.hartmannlaw.net,subdomains,35.184.6.183,NA,27,5371443,3,2,0,0,3,3,0,6,6,2,0,2,0,0,0,0,0,0
1163,fisherstark.com,subdomains,194.1.147.5,NA,51,594482,331,124,0,2,317,230,119,4280,4275,1104,5,89,0,0,0,25,515,169
1164,twincitiespersonalinjury.com,subdomains,52.4.76.39,NA,0,105530657,3,1,0,0,3,3,3,6,6,4,0,2,0,0,0,0,8,7
1165,www.facebook.com,subdomains,NA,NA,100,1,35266587,32179366,32784,67075,4278814,597426,0,90266470146,89878042174,10132762683,226522859,23521534430,133010644,18901275,1125780101,2341634357,341254585,1165739016
1166,www.vanmeverenlaw.com,subdomains,104.16.108.239,NA,32,3542626,153,74,0,1,202,158,140,206355,206340,538,13,203675,2,0,0,34,400,55
1167,mountainverdict.com,subdomains,NA,NA,12,15523898,141,66,0,1,129,126,36,6629,6626,3807,3,138,0,0,0,3,82,7
1168,reverelawgroup.com,subdomains,35.208.42.142,NA,0,140263722,13,2,0,0,16,16,5,169,169,94,0,12,0,0,0,0,23,0
1169,ftcollinsinjurylawyers.com,subdomains,104.31.78.23,NA,13,14704435,55,30,0,0,68,65,23,2708,2705,106,2,4,0,0,0,0,1104,142
1170,reputable-pittsburg-car-injury-lawyer.business.site,subdomains,NA,NA,92,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,www.mcculloughlawyers.com,subdomains,64.33.179.212,NA,14,13652647,89,63,0,1,130,93,40,1237,1236,101,0,53,0,0,0,3,110,38
1172,burgerlaw.com,subdomains,35.193.99.65,NA,28,5045328,225,129,0,5,418,296,338,9454,9426,1209,28,198,0,0,0,146,8920,2479
1173,www.jablawllc.com,subdomains,146.148.99.13,NA,2.9,40341704,51,22,0,0,57,57,80,794,794,708,0,22,0,0,0,0,745,128
1174,getjustice.com,subdomains,104.26.2.16,NA,11,16780116,231,88,0,2,287,233,119,71887,71824,7678,60,114,3,0,0,3,6273,1763
1175,www.shinglerlaw.com,subdomains,198.185.159.144,NA,2.8,41092226,19,6,0,0,24,23,13,75,47,30,0,0,0,0,0,0,13,0
1176,caraccidentlawyers.group,subdomains,107.180.57.103,NA,0,152288568,6,4,0,0,7,7,7,9,9,2,0,8,0,0,0,0,120,0
1177,allenaccidentlaw.com,subdomains,104.198.12.215,NA,8,21420526,37,20,0,0,37,36,58,534,533,29,1,43,0,0,0,0,549,213
1178,www.lattoflaw.com,subdomains,35.196.112.106,NA,8,22146420,32,18,0,1,143,92,10,5511,5511,48,0,1,0,0,0,62,35,1
1179,www.schmidtlaw.org,subdomains,192.252.144.23,NA,13,14131510,525,463,1,7,668,532,459,7774,7772,652,2,87,0,0,2,80,1084,266
1180,the-strong-auto-accident-attorney.business.site,subdomains,NA,NA,92,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,www.icworkinjury.com,subdomains,104.16.112.239,NA,27,5430025,92,14,0,0,67,62,108,1648,1277,246,371,1008,0,0,0,0,249,172
1182,www.crosby-law.com,subdomains,104.16.111.239,NA,9,20434885,21,9,0,0,26,26,13,969,969,363,0,580,0,0,0,0,72,114
1183,machesterlaw.com,subdomains,104.198.251.46,NA,14,13691978,132,78,1,7,175,131,32,1368,1362,245,6,11,0,0,2,38,374,31
